"","month","year","sum"
"1167",5,2000,24.4
"1168",5,2001,80.2
"1169",5,2002,9.1
"1170",5,2003,33.9
"1171",5,2004,12.1
"1172",5,2005,14.3
"1173",5,2006,37.2
"1174",5,2007,9.2
"1175",5,2008,25.6
"1176",5,2009,6.4
"1177",5,2010,9.4
"1178",5,2011,45.9
"1179",5,2012,17.3
"1180",5,2013,8.9
"1181",6,1990,89.4
"1182",6,1991,78.3
"1183",6,1992,19.4
"1184",6,1993,56.3
"1185",6,1994,76.8
"1186",6,1995,20.4
"1187",6,1996,6.3
"1188",6,1997,63.3
"1189",6,1998,6.3
"1190",6,1999,20.3
"1191",6,2000,25.2
"1192",6,2001,30.6
"1193",6,2002,78.9
"1194",6,2003,71.6
"1195",6,2004,46.3
"1196",6,2005,25.7
"1197",6,2006,42.6
"1198",6,2007,83.7
"1199",6,2008,54
"1200",6,2011,92.4
"1201",6,2012,23.9
"1202",6,2013,5.2
"1203",7,1990,90.6
"1204",7,1991,14.5
"1205",7,1992,38.4
"1206",7,1993,89.4
"1207",7,1994,52.9
"1208",7,1995,13.4
"1209",7,1996,24.9
"1210",7,1997,35.9
"1211",7,1998,71.1
"1212",7,2000,36.9
"1213",7,2002,20.1
"1214",7,2003,63.6
"1215",7,2004,118.8
"1216",7,2005,50.4
"1217",7,2006,42.3
"1218",7,2007,171.6
"1219",7,2008,96.3
"1220",7,2010,6.2
"1221",7,2011,6.9
"1222",7,2012,35.3
"1223",7,2013,35.7
"1224",8,1990,79.5
"1225",8,1991,35.4
"1226",8,1992,9.9
"1227",8,1993,64.7
"1228",8,1994,49.2
"1229",8,1995,20.2
"1230",8,1996,17.6
"1231",8,1997,6.8
"1232",8,1998,54
"1233",8,1999,7.9
"1234",8,2000,19
"1235",8,2001,32
"1236",8,2002,16.6
"1237",8,2003,28.6
"1238",8,2005,7
"1239",8,2006,52.2
"1240",8,2008,6.2
"1241",8,2009,12.8
"1242",8,2010,22.3
"1243",8,2011,18.3
"1244",8,2012,27.7
"1245",8,2013,107.1
"1246",9,1990,56.9
"1247",9,1991,5.1
"1248",9,1992,10.5
"1249",9,1993,60
"1250",9,1994,18.3
"1251",9,1995,9.8
"1252",9,1996,23.6
"1253",9,1997,21.2
"1254",9,1999,97.5
"1255",9,2000,35.1
"1256",9,2001,15.9
"1257",9,2002,32.5
"1258",9,2004,61.7
"1259",9,2005,14
"1260",9,2006,17.9
"1261",9,2007,33.5
"1262",9,2008,55.6
"1263",9,2009,26.8
"1264",9,2010,28.7
"1265",9,2011,161.6
"1266",9,2012,12.9
"1267",9,2013,76.6
"1268",10,1990,50.8
"1269",10,1991,13.3
"1270",10,1992,28.9
"1271",10,1993,21.7
"1272",10,1994,46.8
"1273",10,1995,5.3
"1274",10,1996,6.2
"1275",10,1997,36.1
"1276",10,1998,39.5
"1277",10,1999,46.6
"1278",10,2001,65
"1279",10,2002,63.6
"1280",10,2003,31.5
"1281",10,2004,36.4
"1282",10,2005,21.5
"1283",10,2006,39.6
"1284",10,2009,48.9
"1285",10,2010,43.5
"1286",10,2011,5.6
"1287",10,2012,38.2
"1288",10,2013,15.5
"1289",11,1990,77
"1290",11,1991,15.5
"1291",11,1992,23.3
"1292",11,1994,6.4
"1293",11,1995,15.4
"1294",11,1996,5.1
"1295",11,1997,31.2
"1296",11,1998,55.6
"1297",11,1999,13.2
"1298",11,2000,5.1
"1299",11,2001,31.7
"1300",11,2002,19.5
"1301",11,2004,30.4
"1302",11,2006,25.3
"1303",11,2007,27
"1304",11,2008,31
"1305",11,2009,11.9
"1306",11,2010,51.3
"1307",11,2011,10.3
"1308",11,2012,26.9
"1309",12,1990,12.2
"1310",12,1991,10.9
"1311",12,1993,15.3
"1312",12,1994,13.6
"1313",12,1995,28
"1314",12,1996,11.4
"1315",12,1997,15.7
"1316",12,1998,18.3
"1317",12,1999,21.4
"1318",12,2000,49.6
"1319",12,2001,18.4
"1320",12,2002,12.7
"1321",12,2003,6.6
"1322",12,2004,16.2
"1323",12,2005,26.1
"1324",12,2006,18.9
"1325",12,2007,15.6
"1326",12,2009,15.1
"1327",12,2010,35.2
"1328",12,2012,38.2
"1329",12,2013,26.9
"1330",1,1990,12.2
"1331",1,1991,8.1
"1332",1,1992,22
"1333",1,1993,14
"1334",1,1994,18.1
"1335",1,1995,39.6
"1336",1,1996,5.1
"1337",1,1997,10.2
"1338",1,1998,27.9
"1339",1,1999,36
"1340",1,2013,15.2
"1341",1,2014,27.4
"1342",1,2015,12.4
"1343",2,1990,24.7
"1344",2,1991,30
"1345",2,1992,12.1
"1346",2,1993,5.1
"1347",2,1994,15
"1348",2,1995,15.8
"1349",2,1996,5.1
"1350",2,1998,9.9
"1351",2,1999,28.9
"1352",2,2014,12
"1353",2,2015,12.2
"1354",3,1991,11.6
"1355",3,1993,12.7
"1356",3,1995,11.9
"1357",3,1996,10.9
"1358",3,1997,15
"1359",3,1998,15
"1360",3,1999,30.5
"1361",3,2013,23.1
"1362",4,1990,21
"1363",4,1991,35.7
"1364",4,1992,43.8
"1365",4,1993,62.5
"1366",4,1996,6.4
"1367",4,1997,7.4
"1368",4,1998,5.1
"1369",4,1999,5.1
"1370",4,2013,14.2
"1371",4,2014,16
"1372",5,1990,59.8
"1373",5,1991,6.2
"1374",5,1992,5.2
"1375",5,1994,44.2
"1376",5,1995,9.4
"1377",5,1996,25.9
"1378",5,1997,37.3
"1379",5,1999,58.7
"1380",5,2013,8.9
"1381",5,2014,7.9
"1382",6,1990,32.4
"1383",6,1991,22.7
"1384",6,1992,15.4
"1385",6,1993,17
"1386",6,1994,46
"1387",6,1996,15
"1388",6,1997,25.9
"1389",6,1999,54.9
"1390",6,2013,34
"1391",6,2014,5.3
"1392",7,1990,51.6
"1393",7,1991,31.2
"1394",7,1992,63.1
"1395",7,1993,54.2
"1396",7,1994,353.1
"1397",7,1995,16
"1398",7,1996,16
"1399",7,1997,14
"1400",7,1998,14
"1401",7,1999,15
"1402",7,2013,73.2
"1403",8,1990,59.8
"1404",8,1991,24.4
"1405",8,1992,16.3
"1406",8,1993,75
"1407",8,1994,119.9
"1408",8,1995,17.8
"1409",8,1996,11.9
"1410",8,1998,43.9
"1411",8,1999,35.1
"1412",8,2013,91.9
"1413",9,1990,78.1
"1414",9,1991,17.6
"1415",9,1992,8.7
"1416",9,1993,78.8
"1417",9,1995,25.9
"1418",9,1996,28.2
"1419",9,1997,16
"1420",9,1998,5.1
"1421",9,1999,11.2
"1422",9,2012,6.6
"1423",9,2013,88.3
"1424",10,1990,38.4
"1425",10,1991,17.1
"1426",10,1992,13.9
"1427",10,1993,7.1
"1428",10,1994,34.1
"1429",10,1997,29.2
"1430",10,1998,29.5
"1431",10,2012,26.4
"1432",10,2013,18.1
"1433",10,2014,20.1
"1434",10,2015,26.9
"1435",11,1990,36
"1436",11,1991,19.6
"1437",11,1992,32.1
"1438",11,1994,5.3
"1439",11,1995,10.9
"1440",11,1996,11.9
"1441",11,1998,26.9
"1442",11,2012,15.2
"1443",11,2013,14
"1444",11,2014,21.1
"1445",11,2015,90.2
"1446",12,1990,5.4
"1447",12,1993,8.9
"1448",12,1994,21.6
"1449",12,1997,18.6
"1450",12,2012,37.1
"1451",12,2013,13.2
"1452",12,2014,46.2
"1453",12,2015,34
"1454",1,1992,48.4
"1455",1,2013,17.3
"1456",1,2014,52.8
"1457",1,2015,31.3
"1458",2,1992,25.3
"1459",2,2013,11.2
"1460",2,2014,13.2
"1461",3,1992,6.4
"1462",3,2013,42.2
"1463",3,2014,15
"1464",4,1992,48.8
"1465",4,2013,21.1
"1466",4,2014,25.9
"1467",5,1992,21.4
"1468",5,2015,6.1
"1469",6,1992,35.2
"1470",6,2013,7.9
"1471",6,2014,14
"1472",7,1992,71.3
"1473",7,2013,70.9
"1474",7,2015,49.8
"1475",8,1992,37.2
"1476",8,2013,57.9
"1477",8,2014,26.4
"1478",9,1992,8
"1479",9,2012,13.2
"1480",9,2013,68.8
"1481",10,1992,78.7
"1482",10,2012,54.4
"1483",10,2013,32
"1484",10,2014,19.8
"1485",11,1992,10.8
"1486",11,2012,27
"1487",11,2013,31
"1488",11,2014,19.3
"1489",11,2015,66.2
"1490",12,2012,73.9
"1491",12,2013,51.1
"1492",12,2014,52
"1493",12,2015,20.1
"1494",1,1990,11.7
"1495",1,1992,18.5
"1496",2,1992,15.2
"1497",4,1992,26
"1498",5,1992,28.6
"1499",6,1992,13
"1500",7,1992,52.9
"1501",8,1992,49
"1502",10,1992,40.7
"1503",11,1992,28.7
"1504",1,1990,22.5
"1505",1,1991,20.7
"1506",1,1992,21.1
"1507",2,1990,38.9
"1508",2,1991,23.6
"1509",2,1992,21.7
"1510",3,1990,38.3
"1511",3,1991,11.4
"1512",3,1992,6.3
"1513",4,1990,32.6
"1514",4,1992,91.4
"1515",5,1990,23.7
"1516",5,1991,29.8
"1517",5,1992,27.9
"1518",6,1990,78
"1519",6,1991,54.8
"1520",6,1992,13.2
"1521",7,1990,60
"1522",7,1991,11.2
"1523",7,1992,33.1
"1524",8,1990,49.2
"1525",8,1991,25.2
"1526",8,1992,32.3
"1527",9,1990,17.8
"1528",9,1991,11
"1529",9,1992,12.3
"1530",10,1990,61.9
"1531",10,1991,27
"1532",10,1992,51.3
"1533",11,1990,123.5
"1534",11,1991,21
"1535",11,1992,15.9
"1536",12,1990,9.5
"1537",12,1991,14.3
"1538",1,1991,32.5
"1539",1,1992,22.7
"1540",1,1993,34.3
"1541",1,1994,5.1
"1542",1,1996,5.1
"1543",1,1997,21.9
"1544",1,1998,11.2
"1545",1,1999,14.2
"1546",1,2013,13.7
"1547",2,1990,16.8
"1548",2,1991,8.4
"1549",2,1993,13.2
"1550",2,1996,5.1
"1551",2,1997,16
"1552",2,1998,23.4
"1553",2,1999,20.3
"1554",2,2013,8.9
"1555",3,1990,8.9
"1556",3,1994,32.2
"1557",3,1995,22.9
"1558",3,1997,21.1
"1559",3,1999,33.3
"1560",3,2013,30
"1561",4,1990,29.5
"1562",4,1992,13.2
"1563",4,1993,15
"1564",4,1996,38.1
"1565",4,1997,11.9
"1566",4,1998,14
"1567",4,2013,14.2
"1568",5,1990,34.1
"1569",5,1991,8.9
"1570",5,1992,5.1
"1571",5,1993,6.1
"1572",5,1995,29
"1573",5,1996,10.4
"1574",5,1997,50.8
"1575",5,1999,11.2
"1576",5,2015,7.1
"1577",6,1990,39.9
"1578",6,1993,49
"1579",6,1994,51.1
"1580",6,1997,29.7
"1581",6,1999,42.4
"1582",6,2014,15
"1583",7,1991,18
"1584",7,1993,54.1
"1585",7,1994,45.2
"1586",7,1997,8.9
"1587",7,1998,22.1
"1588",7,2015,19.8
"1589",8,1990,43.2
"1590",8,1991,8.9
"1591",8,1992,47.8
"1592",8,1993,72.4
"1593",8,1994,59.8
"1594",8,1995,15
"1595",8,1998,8.9
"1596",8,1999,8.9
"1597",8,2013,165.1
"1598",8,2014,6.1
"1599",8,2015,14
"1600",9,1990,5.1
"1601",9,1993,59.9
"1602",9,1996,24.2
"1603",9,1999,5.1
"1604",9,2012,7.1
"1605",9,2013,12.7
"1606",9,2015,9.9
"1607",10,1990,23.1
"1608",10,1991,18
"1609",10,1992,21.1
"1610",10,1993,62.8
"1611",10,1994,59
"1612",10,1997,13
"1613",10,1998,27.2
"1614",10,1999,55.9
"1615",10,2012,40.9
"1616",10,2013,6.4
"1617",10,2014,7.1
"1618",10,2015,60.7
"1619",11,1990,77.2
"1620",11,1991,7.1
"1621",11,1992,18.8
"1622",11,1994,23.1
"1623",11,1995,7.9
"1624",11,1997,11.4
"1625",11,1998,24.9
"1626",11,2012,25.2
"1627",11,2013,11.2
"1628",11,2014,7.1
"1629",12,1990,17
"1630",12,1991,6.1
"1631",12,1993,21.1
"1632",12,1994,12.2
"1633",12,1995,31.5
"1634",12,1996,18
"1635",12,1997,13
"1636",12,1998,23.1
"1637",12,2012,34.3
"1638",12,2015,5.1
"1639",1,1990,10.1
"1640",1,1991,19.3
"1641",1,1992,18.5
"1642",1,1993,22.8
"1643",1,1994,13.9
"1644",1,1995,23.9
"1645",1,1997,20.9
"1646",1,1998,22
"1647",1,1999,22.9
"1648",1,2000,12.4
"1649",1,2001,36
"1650",1,2002,11.8
"1651",1,2003,50.3
"1652",1,2004,20.4
"1653",1,2005,5.1
"1654",1,2006,16.5
"1655",1,2007,48
"1656",1,2008,12.6
"1657",1,2010,39.3
"1658",1,2011,12.9
"1659",1,2012,12.6
"1660",1,2013,15.2
"1661",1,2015,5.1
"1662",2,1990,35.4
"1663",2,1991,24.4
"1664",2,1992,5.6
"1665",2,1993,14.5
"1666",2,1994,12.6
"1667",2,1995,5.3
"1668",2,1996,5.7
"1669",2,1997,26.6
"1670",2,1998,31.7
"1671",2,2000,13.7
"1672",2,2001,26.2
"1673",2,2002,7.3
"1674",2,2004,22.2
"1675",2,2005,32.1
"1676",2,2006,12.5
"1677",2,2007,34.2
"1678",2,2008,5.2
"1679",2,2009,24.9
"1680",2,2010,41
"1681",2,2011,14.5
"1682",2,2013,17.4
"1683",3,1990,11.7
"1684",3,1991,8.4
"1685",3,1993,10.8
"1686",3,1994,35.3
"1687",3,1995,25.8
"1688",3,1997,21.8
"1689",3,1998,44.4
"1690",3,1999,18.5
"1691",3,2000,11.2
"1692",3,2001,8.4
"1693",3,2002,47.1
"1694",3,2004,18.5
"1695",3,2005,32.3
"1696",3,2006,14.4
"1697",3,2008,40.3
"1698",3,2009,5.1
"1699",3,2010,5.2
"1700",3,2011,24.5
"1701",3,2012,39.7
"1702",3,2013,30.5
"1703",4,1990,36
"1704",4,1992,28.7
"1705",4,1993,59.3
"1706",4,1995,8
"1707",4,1996,20.8
"1708",4,1997,39.1
"1709",4,1998,7.7
"1710",4,2002,5.7
"1711",4,2004,24.9
"1712",4,2005,7
"1713",4,2006,37.5
"1714",4,2007,26.8
"1715",4,2008,26.6
"1716",4,2009,21.7
"1717",4,2010,53.4
"1718",4,2011,20.1
"1719",4,2012,27.9
"1720",4,2013,12
"1721",5,1991,39.5
"1722",5,1992,26
"1723",5,1994,24.8
"1724",5,1995,42.5
"1725",5,1996,25.5
"1726",5,1997,70
"1727",5,1999,21.4
"1728",5,2000,46.5
"1729",5,2001,59.5
"1730",5,2003,32.5
"1731",5,2004,5.4
"1732",5,2005,19
"1733",5,2006,30
"1734",5,2007,11.1
"1735",5,2011,18.9
"1736",5,2012,15.6
"1737",5,2013,6.7
"1738",6,1990,53.1
"1739",6,1991,17.3
"1740",6,1993,121.7
"1741",6,1994,74.5
"1742",6,1995,24.4
"1743",6,1996,8.7
"1744",6,1997,62.1
"1745",6,1999,24
"1746",6,2000,69.6
"1747",6,2001,19.1
"1748",6,2002,44.7
"1749",6,2003,71.9
"1750",6,2004,18.2
"1751",6,2005,65.7
"1752",6,2006,53.3
"1753",6,2007,31.4
"1754",6,2008,45.5
"1755",6,2009,6.1
"1756",6,2011,53.8
"1757",6,2012,25.7
"1758",6,2013,33.2
"1759",6,2014,20.1
"1760",7,1990,32
"1761",7,1991,29.2
"1762",7,1992,8.7
"1763",7,1993,52.5
"1764",7,1994,18.5
"1765",7,1997,54
"1766",7,1998,8.1
"1767",7,1999,36.1
"1768",7,2000,36.8
"1769",7,2003,20
"1770",7,2004,99.9
"1771",7,2005,34.6
"1772",7,2006,5.7
"1773",7,2007,85.5
"1774",7,2008,53.2
"1775",7,2009,18.5
"1776",7,2011,12.6
"1777",7,2012,36.5
"1778",7,2013,42.6
"1779",8,1990,84.4
"1780",8,1991,29.3
"1781",8,1992,31.3
"1782",8,1993,66.8
"1783",8,1994,18.5
"1784",8,1995,30
"1785",8,1997,5.7
"1786",8,1998,44.2
"1787",8,1999,23.7
"1788",8,2000,16.4
"1789",8,2001,79.7
"1790",8,2002,14.9
"1791",8,2005,71.5
"1792",8,2006,29.6
"1793",8,2008,7.5
"1794",8,2009,61.4
"1795",8,2011,47.1
"1796",8,2012,17
"1797",8,2013,24.2
"1798",8,2014,8.9
"1799",9,1990,8.8
"1800",9,1992,15.2
"1801",9,1993,65.9
"1802",9,1994,5.4
"1803",9,1995,9.2
"1804",9,1996,63.9
"1805",9,1997,41.2
"1806",9,1998,20.5
"1807",9,1999,36.4
"1808",9,2000,95.4
"1809",9,2001,40
"1810",9,2002,35.7
"1811",9,2003,6.1
"1812",9,2004,35.9
"1813",9,2006,22.1
"1814",9,2007,17.4
"1815",9,2008,19.8
"1816",9,2009,26.8
"1817",9,2010,22.1
"1818",9,2011,116.8
"1819",9,2012,7
"1820",9,2013,49.2
"1821",10,1990,21.6
"1822",10,1991,7.8
"1823",10,1992,40.9
"1824",10,1993,22.3
"1825",10,1994,39.8
"1826",10,1995,5.2
"1827",10,1997,10.2
"1828",10,1998,26
"1829",10,1999,84.9
"1830",10,2001,60.9
"1831",10,2002,84.8
"1832",10,2003,54.8
"1833",10,2004,44.8
"1834",10,2005,16.6
"1835",10,2006,6.2
"1836",10,2009,44.6
"1837",10,2010,35.6
"1838",10,2011,28
"1839",10,2012,26.5
"1840",10,2013,18.5
"1841",10,2014,6.1
"1842",10,2015,41.9
"1843",11,1990,94.7
"1844",11,1991,9.3
"1845",11,1992,21.1
"1846",11,1994,12.6
"1847",11,1996,14.8
"1848",11,1997,23.3
"1849",11,1998,21.4
"1850",11,1999,27.5
"1851",11,2000,5.1
"1852",11,2001,10.6
"1853",11,2002,14.7
"1854",11,2003,5.8
"1855",11,2004,50.4
"1856",11,2006,29.1
"1857",11,2007,31.6
"1858",11,2008,25.6
"1859",11,2009,6.9
"1860",11,2010,60.6
"1861",11,2011,21.5
"1862",11,2012,30.8
"1863",11,2013,10
"1864",11,2015,82.1
"1865",12,1990,17.7
"1866",12,1991,5.1
"1867",12,1992,6.2
"1868",12,1993,51.6
"1869",12,1994,15.7
"1870",12,1995,45.6
"1871",12,1996,29.3
"1872",12,1997,22.6
"1873",12,1998,34.6
"1874",12,1999,40.4
"1875",12,2000,51.7
"1876",12,2001,31.5
"1877",12,2002,26.3
"1878",12,2003,17.1
"1879",12,2005,20.6
"1880",12,2006,20.8
"1881",12,2007,11.8
"1882",12,2009,18.1
"1883",12,2010,13.4
"1884",12,2011,7.1
"1885",12,2012,13.6
"1886",12,2013,26.6
"1887",12,2014,20.3
"1888",12,2015,38.7
"1889",1,1991,6.1
"1890",1,1993,8
"1891",1,1994,8.9
"1892",1,1995,11.5
"1893",1,1997,6.7
"1894",1,1999,12.5
"1895",1,2000,8.3
"1896",1,2003,5.8
"1897",1,2004,5.1
"1898",1,2007,28.5
"1899",1,2008,27.4
"1900",1,2010,6.9
"1901",1,2011,11
"1902",1,2012,7.2
"1903",1,2014,7.9
"1904",1,2015,5.1
"1905",2,1990,18
"1906",2,1995,37.5
"1907",2,1996,6.6
"1908",2,1997,5.2
"1909",2,1998,5.5
"1910",2,1999,36.3
"1911",2,2002,20.9
"1912",2,2005,6.7
"1913",2,2007,23.6
"1914",2,2008,15.8
"1915",2,2010,20.1
"1916",3,1990,22.1
"1917",3,1991,9.5
"1918",3,1995,10
"1919",3,1998,14.4
"1920",3,2000,10.6
"1921",3,2001,15.7
"1922",3,2002,5.6
"1923",3,2004,31.2
"1924",3,2005,7.4
"1925",3,2006,23.8
"1926",3,2007,6
"1927",3,2008,6.8
"1928",3,2009,20.7
"1929",3,2010,12.7
"1930",3,2012,14.7
"1931",3,2013,32.2
"1932",3,2014,6.6
"1933",4,1990,5.7
"1934",4,1991,10.4
"1935",4,1992,48.7
"1936",4,1993,39.7
"1937",4,1995,5.9
"1938",4,1996,15.7
"1939",4,1997,65.5
"1940",4,1998,25.8
"1941",4,1999,6.5
"1942",4,2000,12.7
"1943",4,2002,9.6
"1944",4,2004,11.2
"1945",4,2005,6.5
"1946",4,2006,43.7
"1947",4,2007,29
"1948",4,2011,5.2
"1949",4,2012,19.1
"1950",4,2013,26.5
"1951",4,2014,12.2
"1952",5,1990,60.1
"1953",5,1991,23.8
"1954",5,1992,42.2
"1955",5,1994,28
"1956",5,1995,7.1
"1957",5,1996,21.9
"1958",5,1997,42
"1959",5,1998,18.8
"1960",5,1999,74.4
"1961",5,2000,30.5
"1962",5,2001,75.8
"1963",5,2002,17.6
"1964",5,2003,33.3
"1965",5,2004,23.3
"1966",5,2006,64
"1967",5,2007,33.8
"1968",5,2008,15.2
"1969",5,2009,6.2
"1970",5,2010,16
"1971",5,2011,16.4
"1972",5,2013,5.3
"1973",6,1990,63.6
"1974",6,1991,31.4
"1975",6,1992,14.3
"1976",6,1993,56.8
"1977",6,1994,94.4
"1978",6,1995,18.2
"1979",6,1996,69.2
"1980",6,1997,103.8
"1981",6,1998,15.4
"1982",6,1999,20.8
"1983",6,2000,73.7
"1984",6,2001,49.7
"1985",6,2002,78.8
"1986",6,2003,33.6
"1987",6,2004,49.4
"1988",6,2005,52.1
"1989",6,2006,45.1
"1990",6,2007,78.7
"1991",6,2008,127.5
"1992",6,2009,8
"1993",6,2011,107.1
"1994",6,2012,13.9
"1995",6,2013,19.5
"1996",7,1990,57.1
"1997",7,1991,54.5
"1998",7,1992,49.8
"1999",7,1993,28.2
"2000",7,1994,18.2
"2001",7,1995,77.2
"2002",7,1996,33.6
"2003",7,1997,26.9
"2004",7,1998,44.8
"2005",7,1999,5.7
"2006",7,2000,43.3
"2007",7,2001,6.5
"2008",7,2002,5.4
"2009",7,2003,32.7
"2010",7,2004,100.7
"2011",7,2005,46.4
"2012",7,2006,39.8
"2013",7,2007,126.6
"2014",7,2008,45
"2015",7,2009,31.6
"2016",7,2011,14.6
"2017",7,2012,39
"2018",7,2013,29.4
"2019",8,1990,21.3
"2020",8,1991,29.5
"2021",8,1992,30.3
"2022",8,1993,65.3
"2023",8,1994,113.7
"2024",8,1995,45.1
"2025",8,1996,8.3
"2026",8,1998,56.8
"2027",8,1999,85.9
"2028",8,2000,33.6
"2029",8,2001,31.5
"2030",8,2002,23.8
"2031",8,2003,136.1
"2032",8,2004,23.1
"2033",8,2006,46.8
"2034",8,2007,11.8
"2035",8,2008,29.2
"2036",8,2009,57.3
"2037",8,2010,16
"2038",8,2011,28.2
"2039",8,2012,68.6
"2040",8,2013,56.2
"2041",8,2014,34.3
"2042",9,1990,69
"2043",9,1991,27.4
"2044",9,1993,81.5
"2045",9,1994,17.9
"2046",9,1995,17.3
"2047",9,1996,59.7
"2048",9,1997,39.3
"2049",9,1998,19
"2050",9,1999,52.6
"2051",9,2000,58.4
"2052",9,2001,22.8
"2053",9,2002,28
"2054",9,2003,33.5
"2055",9,2004,33
"2056",9,2005,26.3
"2057",9,2007,13.2
"2058",9,2008,45.3
"2059",9,2009,7.5
"2060",9,2010,5.9
"2061",9,2011,116.2
"2062",9,2012,33.7
"2063",9,2013,41.5
"2064",10,1990,55.6
"2065",10,1991,20.9
"2066",10,1992,57.7
"2067",10,1993,5.9
"2068",10,1994,36.7
"2069",10,1995,13.6
"2070",10,1996,6.3
"2071",10,1997,64.8
"2072",10,1998,24.1
"2073",10,1999,32.5
"2074",10,2000,6.6
"2075",10,2001,54.5
"2076",10,2002,64.5
"2077",10,2003,17.2
"2078",10,2004,31.2
"2079",10,2005,14.6
"2080",10,2006,25
"2081",10,2007,17.8
"2082",10,2009,30.8
"2083",10,2010,19.8
"2084",10,2011,20.2
"2085",10,2012,27.2
"2086",10,2013,22.3
"2087",10,2014,13.2
"2088",10,2015,27.4
"2089",11,1990,62.2
"2090",11,1991,34.9
"2091",11,1992,14.8
"2092",11,1994,22
"2093",11,1995,21.2
"2094",11,1996,11.9
"2095",11,1997,32.5
"2096",11,1998,38.7
"2097",11,1999,19.7
"2098",11,2001,35
"2099",11,2002,27.7
"2100",11,2004,31.8
"2101",11,2006,18.8
"2102",11,2007,29.9
"2103",11,2008,27
"2104",11,2009,9.5
"2105",11,2010,28.1
"2106",11,2012,20.4
"2107",11,2014,17.8
"2108",11,2015,58.8
"2109",12,1993,26.8
"2110",12,1994,6
"2111",12,1995,13.9
"2112",12,1996,9.1
"2113",12,1997,22.4
"2114",12,1999,12.7
"2115",12,2000,12.3
"2116",12,2001,13.6
"2117",12,2002,7.2
"2118",12,2003,5.8
"2119",12,2004,14.6
"2120",12,2005,10.5
"2121",12,2006,13.6
"2122",12,2007,13
"2123",12,2009,19.2
"2124",12,2010,56.1
"2125",12,2011,6.4
"2126",12,2012,54.8
"2127",12,2013,5.8
"2128",12,2014,24.4
"2129",12,2015,7.9
"2130",1,1990,18.8
"2131",1,1991,8.6
"2132",1,1992,16.1
"2133",1,2013,9.9
"2134",2,1990,21.5
"2135",2,1991,24.1
"2136",2,1992,13.3
"2137",3,1990,26.3
"2138",3,1991,9.9
"2139",3,2013,38.6
"2140",3,2015,5.1
"2141",4,1991,8.3
"2142",4,1992,34.8
"2143",4,2013,27.4
"2144",5,1990,62.6
"2145",5,1991,16.3
"2146",5,1992,26.9
"2147",5,2013,18
"2148",6,1990,51.5
"2149",6,1991,37.4
"2150",6,1992,27.5
"2151",6,2013,7.9
"2152",6,2014,17.5
"2153",7,1990,47.5
"2154",7,1991,22.1
"2155",7,1992,68.7
"2156",7,2013,25.9
"2157",7,2014,19.3
"2158",8,1990,47.2
"2159",8,1991,11.5
"2160",8,1992,14.4
"2161",8,2013,39.4
"2162",8,2014,16
"2163",9,1990,56.4
"2164",9,1991,32.6
"2165",9,1992,11.8
"2166",9,2013,66
"2167",9,2014,11.9
"2168",10,1990,63.1
"2169",10,1991,16.9
"2170",10,1992,50.4
"2171",10,2012,51.6
"2172",10,2013,28.2
"2173",10,2014,14.5
"2174",10,2015,51.3
"2175",11,1990,56.8
"2176",11,1991,24.6
"2177",11,1992,34.8
"2178",11,2012,40.9
"2179",11,2014,9.9
"2180",11,2015,69.6
"2181",12,1990,6.7
"2182",12,1991,6.4
"2183",12,2012,52.3
"2184",12,2014,23.4
"2185",12,2015,30.3
"2186",1,1990,5.5
"2187",1,1992,18
"2188",1,2013,26.4
"2189",1,2014,15.3
"2190",1,2015,5.1
"2191",2,1990,13
"2192",2,1991,12.5
"2193",2,1992,18.6
"2194",2,2014,8.4
"2195",2,2015,5.1
"2196",3,1990,6.2
"2197",3,2013,9.1
"2198",3,2014,18.3
"2199",4,1990,28.1
"2200",4,1991,11.6
"2201",4,1992,42.9
"2202",4,2013,16.5
"2203",4,2014,11.5
"2204",5,1990,21.7
"2205",5,1991,20.8
"2206",5,1992,20.5
"2207",5,2013,16
"2208",6,1990,18.7
"2209",6,1991,26
"2210",6,2013,35.6
"2211",6,2014,13
"2212",7,1990,87.3
"2213",7,1991,25.1
"2214",7,1992,45.5
"2215",7,2013,139.5
"2216",8,1990,111.8
"2217",8,1991,40.4
"2218",8,1992,54
"2219",8,2013,18
"2220",8,2014,10.4
"2221",9,1990,35.1
"2222",9,1992,8.7
"2223",9,2013,68.3
"2224",10,1990,6.3
"2225",10,1991,13
"2226",10,1992,30.6
"2227",10,2012,32.2
"2228",10,2013,7.4
"2229",10,2014,19.3
"2230",10,2015,68
"2231",11,1990,81.8
"2232",11,1991,9.5
"2233",11,1992,27
"2234",11,2012,20.8
"2235",11,2013,6.1
"2236",11,2015,58
"2237",12,1990,21.8
"2238",12,1991,6.2
"2239",12,2012,5.1
"2240",12,2013,16
"2241",12,2014,34.6
"2242",12,2015,16.5
"2243",1,1990,8.6
"2244",1,1991,11.9
"2245",1,1992,44.7
"2246",1,2013,26.5
"2247",1,2014,43.3
"2248",1,2015,39.1
"2249",2,1990,29.6
"2250",2,1991,51
"2251",2,1992,30.5
"2252",2,2013,12.7
"2253",2,2014,5.1
"2254",2,2015,5.1
"2255",3,1991,6.6
"2256",3,2013,32.5
"2257",3,2014,17
"2258",4,1990,52.9
"2259",4,1991,34.1
"2260",4,1992,44.7
"2261",4,2013,8.4
"2262",4,2014,19.3
